########## CURVA DE EXCITACAO - BOBINA GIRANTE ##########

### Dados de Configura��o ###
arquivo                        	C:\Users\labimas\Desktop\Q14-001\Bobina Principal e Auxiliar\50 A\Q14-001_Q_BOB_+0007A_161013_105422.dat
data                           	13/10/2016
hora                           	10:54:22
temperatura_ima(C)             	23.1
ganho_integrador               	100
nr_pontos_integracao           	144
velocidade(rps)                	1.0
aceleracao(rps^2)              	0.5
nr_coletas                     	9
nr_voltas                      	10
intervalo_analise              	6-23
sentido_de_rotacao             	Horario
corrente_alim_principal_avg(A)	+50
corrente_alim_principal_std(A)	+0.000000e+00
corrente_alim_secundaria_avg(A) +7.014585e+00
corrente_alim_secundaria_std(A) +2.553127e-05

### Dados da Bobina Girante ###
nome_bobina_girante            	Anel_Bobina_Radial_28-09-2016_Quadrupolo_Q20
tipo_bobina_girante            	Bobina Radial
tipo_medicao                   	N_Bucked
pulso_start_coleta             	329683
n_espiras_bobina_principal     	9
raio_interno_bobina_princip(m) 	0
raio_externo_bobina_princip(m) 	0.01296
n_espiras_bobina_bucked        	0
raio_interno_bobina_bucked(m)  	0
raio_externo_bobina_bucked(m)  	0

### Observa��es ###
observacoes                    	Q14-001; 0�; Centro; Bobina Principal: 50 A; Bobina Auxiliar: -10 a 10 A



##### Dados de Leitura #####

n	avg_L.Nn(T/m^n-2)	std_L.Nn(T/m^n-2)	avg_L.Sn(T/m^n-2)	std_L.Sn(T/m^n-2)	avg_L.Bn(T/m^n-2)	std_L.Bn(T/m^n-2)	avg_angulo(rad)  	std_angulo(rad)  	avg_Nn/NnIma@12.0mm	std_Nn/NnIma@12.0mm	avg_Sn/NnIma@12.0mm	std_Sn/NnIma@12.0mm
1   	  -7.442809e-07   	  +1.582674e-06   	  -1.204111e-05   	  +2.352137e-06   	  +1.206409e-05   	  +2.357971e-06   	  +0.000000e+00   	  +0.000000e+00   	  -2.882374e-05   	  +6.129216e-05   	  -4.663157e-04   	  +9.109111e-05
2   	  +2.151817e+00   	  +7.612528e-05   	  +3.148150e-05   	  +6.321383e-05   	  +2.151817e+00   	  +7.612482e-05   	  +7.315177e-06   	  +1.393492e-05   	  +1.000000e+00   	  +3.537721e-05   	  +1.463019e-05   	  +2.937696e-05
3   	  +3.739711e-02   	  +9.033656e-03   	  +1.587767e-01   	  +7.807603e-03   	  +1.631214e-01   	  +7.129416e-03   	  +0.000000e+00   	  +0.000000e+00   	  +2.085518e-04   	  +5.037783e-05   	  +8.854474e-04   	  +4.354052e-05
4   	  +9.837954e-01   	  +2.598026e-01   	  +1.134519e+00   	  +6.032708e-01   	  +1.501662e+00   	  +4.556056e-01   	  +0.000000e+00   	  +0.000000e+00   	  +6.583577e-05   	  +1.738604e-05   	  +7.592225e-05   	  +4.037099e-05
5   	  +1.177198e+02   	  +1.942556e+01   	  +9.617697e+01   	  +4.834899e+01   	  +1.520130e+02   	  +3.732457e+01   	  +0.000000e+00   	  +0.000000e+00   	  +9.453396e-05   	  +1.559954e-05   	  +7.723418e-05   	  +3.882628e-05
6   	  -4.068390e+04   	  +1.691064e+03   	  +4.646109e+03   	  +4.054103e+03   	  +4.094833e+04   	  +1.796528e+03   	  +0.000000e+00   	  +0.000000e+00   	  -3.920507e-04   	  +1.629595e-05   	  +4.477226e-05   	  +3.906739e-05
7   	  +3.138805e+05   	  +1.709399e+05   	  +1.775741e+05   	  +2.729547e+05   	  +3.606294e+05   	  +1.760779e+05   	  +0.000000e+00   	  +0.000000e+00   	  +3.629654e-05   	  +1.976716e-05   	  +2.053433e-05   	  +3.156396e-05
8   	  +9.606406e+06   	  +1.232877e+07   	  +2.609006e+07   	  +2.440725e+07   	  +2.780241e+07   	  +2.048498e+07   	  +0.000000e+00   	  +0.000000e+00   	  +1.333040e-05   	  +1.710810e-05   	  +3.620405e-05   	  +3.386889e-05
9   	  -5.197067e+08   	  +1.179795e+09   	  -9.460094e+08   	  +2.197136e+09   	  +1.079365e+09   	  +1.498201e+09   	  +0.000000e+00   	  +0.000000e+00   	  -8.654096e-06   	  +1.964581e-05   	  -1.575284e-05   	  +3.658645e-05
10  	  +7.922644e+12   	  +8.395387e+10   	  -3.585592e+10   	  +2.210011e+11   	  +7.922725e+12   	  +8.527638e+10   	  +0.000000e+00   	  +0.000000e+00   	  +1.583123e-03   	  +1.677588e-05   	  -7.164823e-06   	  +4.416101e-05
11  	  +5.199141e+12   	  +6.668092e+12   	  +2.637684e+12   	  +1.794865e+13   	  +5.829961e+12   	  +9.730849e+12   	  +0.000000e+00   	  +0.000000e+00   	  +1.246687e-05   	  +1.598923e-05   	  +6.324827e-06   	  +4.303855e-05
12  	  +3.662481e+14   	  +4.956130e+14   	  +6.502284e+14   	  +1.538447e+15   	  +7.462805e+14   	  +9.509004e+14   	  +0.000000e+00   	  +0.000000e+00   	  +1.053859e-05   	  +1.426099e-05   	  +1.870997e-05   	  +4.426797e-05
13  	  +1.795022e+16   	  +5.277216e+16   	  +3.491260e+16   	  +8.391801e+16   	  +3.925685e+16   	  +4.402691e+16   	  +0.000000e+00   	  +0.000000e+00   	  +6.198095e-06   	  +1.822188e-05   	  +1.205509e-05   	  +2.897634e-05
14  	  -1.628385e+20   	  +4.166537e+18   	  -5.023189e+17   	  +8.752807e+18   	  +1.628392e+20   	  +4.255864e+18   	  +0.000000e+00   	  +0.000000e+00   	  -6.747247e-04   	  +1.726413e-05   	  -2.081369e-06   	  +3.626745e-05
15  	  +1.207753e+20   	  +3.313963e+20   	  +1.107893e+20   	  +7.291622e+20   	  +1.638931e+20   	  +4.071198e+20   	  +0.000000e+00   	  +0.000000e+00   	  +6.005223e-06   	  +1.647777e-05   	  +5.508694e-06   	  +3.625559e-05


##### Dados Brutos Armazenados(V.s) [1e-12] #####

##### Volta_1#####	##### Volta_2#####	##### Volta_3#####	##### Volta_4#####	##### Volta_5#####	##### Volta_6#####	##### Volta_7#####	##### Volta_8#####	##### Volta_9#####	#### Volta_10#####
-6.2871950000e+06 	-6.0271960000e+06 	-5.7066250000e+06 	-6.3159720000e+06 	-5.7578700000e+06 	-6.3615150000e+06 	-5.7415900000e+06 	-5.8898280000e+06 	-6.2942180000e+06 	-5.9972840000e+06
-1.8012714000e+07 	-1.8592242000e+07 	-1.8243368000e+07 	-1.7968156000e+07 	-1.8045180000e+07 	-1.8216132000e+07 	-1.7493448000e+07 	-1.8312706000e+07 	-1.8363962000e+07 	-1.7914878000e+07
-3.1046704000e+07 	-3.0245018000e+07 	-3.0836174000e+07 	-3.0944672000e+07 	-3.0880048000e+07 	-3.0782314000e+07 	-3.1034048000e+07 	-3.0694026000e+07 	-3.0571154000e+07 	-3.0866516000e+07
-4.2169292000e+07 	-4.2525604000e+07 	-4.3067032000e+07 	-4.2402684000e+07 	-4.2713452000e+07 	-4.2830056000e+07 	-4.2784384000e+07 	-4.3392612000e+07 	-4.2753876000e+07 	-4.3311424000e+07
-5.4467428000e+07 	-5.4678176000e+07 	-5.4838500000e+07 	-5.4237408000e+07 	-5.4978852000e+07 	-5.4249780000e+07 	-5.5027552000e+07 	-5.3772564000e+07 	-5.4352156000e+07 	-5.4281964000e+07
-6.5851508000e+07 	-6.6407552000e+07 	-6.5125684000e+07 	-6.6371428000e+07 	-6.5264944000e+07 	-6.5816748000e+07 	-6.5629796000e+07 	-6.5687544000e+07 	-6.6163392000e+07 	-6.5263684000e+07
-7.6580280000e+07 	-7.5469472000e+07 	-7.5654024000e+07 	-7.5692128000e+07 	-7.5618144000e+07 	-7.5813240000e+07 	-7.5756416000e+07 	-7.5989976000e+07 	-7.5696392000e+07 	-7.5881888000e+07
-8.6125456000e+07 	-8.6465360000e+07 	-8.6511464000e+07 	-8.6216976000e+07 	-8.6683472000e+07 	-8.6626816000e+07 	-8.6121920000e+07 	-8.6408088000e+07 	-8.6370208000e+07 	-8.6406400000e+07
-9.5486160000e+07 	-9.5624792000e+07 	-9.6037744000e+07 	-9.5704616000e+07 	-9.6063136000e+07 	-9.5553712000e+07 	-9.5788232000e+07 	-9.5647120000e+07 	-9.5804184000e+07 	-9.5870104000e+07
-1.0356641600e+08 	-1.0374756000e+08 	-1.0388951200e+08 	-1.0389916000e+08 	-1.0359638400e+08 	-1.0387354400e+08 	-1.0409915200e+08 	-1.0420124000e+08 	-1.0388422400e+08 	-1.0418991200e+08
-1.1222957600e+08 	-1.1233149600e+08 	-1.1247405600e+08 	-1.1233756000e+08 	-1.1240408800e+08 	-1.1229255200e+08 	-1.1237884800e+08 	-1.1195556800e+08 	-1.1212769600e+08 	-1.1174449600e+08
-1.1898366400e+08 	-1.1886440000e+08 	-1.1845348000e+08 	-1.1866397600e+08 	-1.1847153600e+08 	-1.1873065600e+08 	-1.1854570400e+08 	-1.1863656000e+08 	-1.1869817600e+08 	-1.1886833600e+08
-1.2457414400e+08 	-1.2468209600e+08 	-1.2455520800e+08 	-1.2464878400e+08 	-1.2446466400e+08 	-1.2482590400e+08 	-1.2456651200e+08 	-1.2484445600e+08 	-1.2471435200e+08 	-1.2462957600e+08
-1.3064976000e+08 	-1.3054730400e+08 	-1.3059702400e+08 	-1.3048513600e+08 	-1.3064637600e+08 	-1.3046377600e+08 	-1.3040704000e+08 	-1.3050362400e+08 	-1.3066710400e+08 	-1.3062160800e+08
-1.3490555200e+08 	-1.3483648000e+08 	-1.3484931200e+08 	-1.3492804800e+08 	-1.3490339200e+08 	-1.3491790400e+08 	-1.3515275200e+08 	-1.3502950400e+08 	-1.3485507200e+08 	-1.3489032000e+08
-1.3847571200e+08 	-1.3847352000e+08 	-1.3879654400e+08 	-1.3855524800e+08 	-1.3863865600e+08 	-1.3850784000e+08 	-1.3844110400e+08 	-1.3850288000e+08 	-1.3851140800e+08 	-1.3857401600e+08
-1.4116787200e+08 	-1.4119356800e+08 	-1.4108731200e+08 	-1.4109993600e+08 	-1.4110128000e+08 	-1.4117780800e+08 	-1.4118081600e+08 	-1.4104950400e+08 	-1.4107908800e+08 	-1.4097340800e+08
-1.4164171200e+08 	-1.4164067200e+08 	-1.4164406400e+08 	-1.4166560000e+08 	-1.4167448000e+08 	-1.4169011200e+08 	-1.4166952000e+08 	-1.4168491200e+08 	-1.4175758400e+08 	-1.4170251200e+08
-1.4176984000e+08 	-1.4178318400e+08 	-1.4170489600e+08 	-1.4171124800e+08 	-1.4177129600e+08 	-1.4170168000e+08 	-1.4178502400e+08 	-1.4183649600e+08 	-1.4180673600e+08 	-1.4181360000e+08
-1.4085374400e+08 	-1.4093840000e+08 	-1.4077598400e+08 	-1.4080803200e+08 	-1.4069862400e+08 	-1.4079390400e+08 	-1.4082950400e+08 	-1.4077851200e+08 	-1.4075656000e+08 	-1.4086542400e+08
-1.3882966400e+08 	-1.3886632000e+08 	-1.3889478400e+08 	-1.3891667200e+08 	-1.3895601600e+08 	-1.3899169600e+08 	-1.3870867200e+08 	-1.3873739200e+08 	-1.3875065600e+08 	-1.3860894400e+08
-1.3494577600e+08 	-1.3476955200e+08 	-1.3476088000e+08 	-1.3496884800e+08 	-1.3467067200e+08 	-1.3494664000e+08 	-1.3508585600e+08 	-1.3500361600e+08 	-1.3498446400e+08 	-1.3484307200e+08
-1.2993599200e+08 	-1.2978787200e+08 	-1.2999719200e+08 	-1.2976456800e+08 	-1.3002417600e+08 	-1.2970060800e+08 	-1.2959651200e+08 	-1.2988108000e+08 	-1.2991778400e+08 	-1.2997186400e+08
-1.2487328000e+08 	-1.2492335200e+08 	-1.2522128000e+08 	-1.2494766400e+08 	-1.2521852800e+08 	-1.2498188000e+08 	-1.2502152800e+08 	-1.2507144000e+08 	-1.2521543200e+08 	-1.2522305600e+08
-1.1856040000e+08 	-1.1855425600e+08 	-1.1831156000e+08 	-1.1861488000e+08 	-1.1836777600e+08 	-1.1855057600e+08 	-1.1880376000e+08 	-1.1859869600e+08 	-1.1821283200e+08 	-1.1856095200e+08
