########## CURVA DE EXCITACAO - BOBINA GIRANTE ##########

### Dados de Configura��o ###
arquivo                        	C:\Users\labimas\Desktop\Q14-001\Bobina Principal e Auxiliar\50 A\Q14-001_Q_BOB_-0001A_161013_110731.dat
data                           	13/10/2016
hora                           	11:07:31
temperatura_ima(C)             	23.1
ganho_integrador               	100
nr_pontos_integracao           	144
velocidade(rps)                	1.0
aceleracao(rps^2)              	0.5
nr_coletas                     	24
nr_voltas                      	10
intervalo_analise              	6-23
sentido_de_rotacao             	Horario
corrente_alim_principal_avg(A)	+50
corrente_alim_principal_std(A)	+0.000000e+00
corrente_alim_secundaria_avg(A) -1.003403e+00
corrente_alim_secundaria_std(A) +4.257321e-05

### Dados da Bobina Girante ###
nome_bobina_girante            	Anel_Bobina_Radial_28-09-2016_Quadrupolo_Q20
tipo_bobina_girante            	Bobina Radial
tipo_medicao                   	N_Bucked
pulso_start_coleta             	329683
n_espiras_bobina_principal     	9
raio_interno_bobina_princip(m) 	0
raio_externo_bobina_princip(m) 	0.01296
n_espiras_bobina_bucked        	0
raio_interno_bobina_bucked(m)  	0
raio_externo_bobina_bucked(m)  	0

### Observa��es ###
observacoes                    	Q14-001; 0�; Centro; Bobina Principal: 50 A; Bobina Auxiliar: -10 a 10 A



##### Dados de Leitura #####

n	avg_L.Nn(T/m^n-2)	std_L.Nn(T/m^n-2)	avg_L.Sn(T/m^n-2)	std_L.Sn(T/m^n-2)	avg_L.Bn(T/m^n-2)	std_L.Bn(T/m^n-2)	avg_angulo(rad)  	std_angulo(rad)  	avg_Nn/NnIma@12.0mm	std_Nn/NnIma@12.0mm	avg_Sn/NnIma@12.0mm	std_Sn/NnIma@12.0mm
1   	  +1.030687e-06   	  +9.554213e-07   	  -8.767997e-06   	  +1.255242e-06   	  +8.828368e-06   	  +1.255971e-06   	  +0.000000e+00   	  +0.000000e+00   	  +4.913099e-05   	  +4.554321e-05   	  -4.179546e-04   	  +5.983513e-05
2   	  +1.748196e+00   	  +5.547292e-05   	  +8.835827e-06   	  +5.398108e-05   	  +1.748196e+00   	  +5.547306e-05   	  +2.527143e-06   	  +1.464672e-05   	  +1.000000e+00   	  +3.173153e-05   	  +5.054255e-06   	  +3.087817e-05
3   	  +3.365421e-02   	  +5.374614e-03   	  +1.279918e-01   	  +2.663910e-03   	  +1.323424e-01   	  +2.257740e-03   	  +0.000000e+00   	  +0.000000e+00   	  +2.310099e-04   	  +3.689254e-05   	  +8.785642e-04   	  +1.828567e-05
4   	  +7.788061e-01   	  +3.502411e-01   	  +9.777396e-01   	  +1.795681e-01   	  +1.250005e+00   	  +2.790560e-01   	  +0.000000e+00   	  +0.000000e+00   	  +6.415075e-05   	  +2.884958e-05   	  +8.053704e-05   	  +1.479114e-05
5   	  +9.889066e+01   	  +2.237058e+01   	  +7.710628e+01   	  +2.951648e+01   	  +1.253983e+02   	  +2.905062e+01   	  +0.000000e+00   	  +0.000000e+00   	  +9.774824e-05   	  +2.211215e-05   	  +7.621552e-05   	  +2.917550e-05
6   	  -3.274262e+04   	  +2.249353e+03   	  +3.283667e+03   	  +2.702937e+03   	  +3.290687e+04   	  +2.227997e+03   	  +0.000000e+00   	  +0.000000e+00   	  -3.883724e-04   	  +2.668041e-05   	  +3.894879e-05   	  +3.206054e-05
7   	  +3.322395e+05   	  +1.226757e+05   	  +1.158605e+05   	  +2.193897e+05   	  +3.518619e+05   	  +1.685899e+05   	  +0.000000e+00   	  +0.000000e+00   	  +4.728980e-05   	  +1.746122e-05   	  +1.649118e-05   	  +3.122715e-05
8   	  +5.013226e+06   	  +1.581598e+07   	  +1.422850e+07   	  +7.344706e+06   	  +1.508584e+07   	  +4.110713e+06   	  +0.000000e+00   	  +0.000000e+00   	  +8.562778e-06   	  +2.701430e-05   	  +2.430282e-05   	  +1.254503e-05
9   	  -5.505918e+08   	  +1.541217e+09   	  -1.655449e+08   	  +1.382424e+09   	  +5.749404e+08   	  +6.959967e+08   	  +0.000000e+00   	  +0.000000e+00   	  -1.128518e-05   	  +3.158947e-05   	  -3.393084e-06   	  +2.833478e-05
10  	  +6.452684e+12   	  +1.462130e+11   	  -3.473162e+10   	  +1.055783e+11   	  +6.452777e+12   	  +1.464701e+11   	  +0.000000e+00   	  +0.000000e+00   	  +1.587085e-03   	  +3.596217e-05   	  -8.542501e-06   	  +2.596778e-05
11  	  -3.924273e+12   	  +8.563006e+12   	  +4.403763e+12   	  +1.356551e+13   	  +5.898563e+12   	  +8.223995e+12   	  +0.000000e+00   	  +0.000000e+00   	  -1.158245e-05   	  +2.527362e-05   	  +1.299766e-05   	  +4.003845e-05
12  	  +5.172113e+14   	  +8.176505e+14   	  +2.741751e+14   	  +8.917471e+14   	  +5.853884e+14   	  +6.619640e+14   	  +0.000000e+00   	  +0.000000e+00   	  +1.831852e-05   	  +2.895944e-05   	  +9.710698e-06   	  +3.158378e-05
13  	  +1.391025e+16   	  +8.612185e+16   	  +3.181511e+16   	  +8.287407e+16   	  +3.472314e+16   	  +7.205722e+16   	  +0.000000e+00   	  +0.000000e+00   	  +5.912055e-06   	  +3.660303e-05   	  +1.352188e-05   	  +3.522267e-05
14  	  -1.310862e+20   	  +5.923572e+18   	  -1.712467e+18   	  +3.891845e+18   	  +1.310974e+20   	  +5.931909e+18   	  +0.000000e+00   	  +0.000000e+00   	  -6.685624e-04   	  +3.021124e-05   	  -8.733879e-06   	  +1.984908e-05
15  	  -3.256618e+20   	  +4.715358e+20   	  +2.788571e+20   	  +5.766283e+20   	  +4.287387e+20   	  +3.975154e+20   	  +0.000000e+00   	  +0.000000e+00   	  -1.993118e-05   	  +2.885897e-05   	  +1.706663e-05   	  +3.529085e-05


##### Dados Brutos Armazenados(V.s) [1e-12] #####

##### Volta_1#####	##### Volta_2#####	##### Volta_3#####	##### Volta_4#####	##### Volta_5#####	##### Volta_6#####	##### Volta_7#####	##### Volta_8#####	##### Volta_9#####	#### Volta_10#####
-4.8451790000e+06 	-4.7875680000e+06 	-4.0360590000e+06 	-4.5568160000e+06 	-4.6886870000e+06 	-4.7369200000e+06 	-4.4648800000e+06 	-4.5125720000e+06 	-4.7618790000e+06 	-4.9264630000e+06
-1.5303662000e+07 	-1.4944781000e+07 	-1.5566854000e+07 	-1.4973010000e+07 	-1.5693030000e+07 	-1.5323841000e+07 	-1.5368334000e+07 	-1.5605710000e+07 	-1.4801402000e+07 	-1.4993623000e+07
-2.5420916000e+07 	-2.5719870000e+07 	-2.5323464000e+07 	-2.4658528000e+07 	-2.4702868000e+07 	-2.5601992000e+07 	-2.4968426000e+07 	-2.4694304000e+07 	-2.4777790000e+07 	-2.4934514000e+07
-3.4285292000e+07 	-3.4495128000e+07 	-3.4176780000e+07 	-3.4889996000e+07 	-3.4745228000e+07 	-3.4398604000e+07 	-3.4559696000e+07 	-3.4628840000e+07 	-3.4737344000e+07 	-3.4208004000e+07
-4.3597084000e+07 	-4.3787800000e+07 	-4.4351424000e+07 	-4.4392784000e+07 	-4.3690904000e+07 	-4.4226208000e+07 	-4.3996200000e+07 	-4.4002900000e+07 	-4.4540192000e+07 	-4.4387932000e+07
-5.3258804000e+07 	-5.3056488000e+07 	-5.3239944000e+07 	-5.3113988000e+07 	-5.2825664000e+07 	-5.2359552000e+07 	-5.3231824000e+07 	-5.3444592000e+07 	-5.3258192000e+07 	-5.3598520000e+07
-6.2068440000e+07 	-6.1686520000e+07 	-6.1632528000e+07 	-6.1893040000e+07 	-6.2190792000e+07 	-6.1865808000e+07 	-6.1842944000e+07 	-6.1608504000e+07 	-6.1557728000e+07 	-6.1696408000e+07
-7.0259872000e+07 	-7.0704480000e+07 	-7.0129552000e+07 	-7.0365112000e+07 	-7.0351936000e+07 	-7.0405736000e+07 	-7.0210720000e+07 	-7.0246016000e+07 	-7.0115616000e+07 	-7.0048560000e+07
-7.7714656000e+07 	-7.7692032000e+07 	-7.7859096000e+07 	-7.7471304000e+07 	-7.7908920000e+07 	-7.7978496000e+07 	-7.7918200000e+07 	-7.8199336000e+07 	-7.7593232000e+07 	-7.7919680000e+07
-8.4356112000e+07 	-8.4601480000e+07 	-8.4185672000e+07 	-8.4535112000e+07 	-8.4668080000e+07 	-8.4484304000e+07 	-8.4595680000e+07 	-8.3953328000e+07 	-8.4269904000e+07 	-8.4125160000e+07
-9.0880120000e+07 	-9.0796288000e+07 	-9.1040704000e+07 	-9.0938424000e+07 	-9.0534600000e+07 	-9.1048568000e+07 	-9.0614600000e+07 	-9.0901904000e+07 	-9.1261064000e+07 	-9.1023504000e+07
-9.6424608000e+07 	-9.6299352000e+07 	-9.6872448000e+07 	-9.6840224000e+07 	-9.6434328000e+07 	-9.6338568000e+07 	-9.6326440000e+07 	-9.6789152000e+07 	-9.6691824000e+07 	-9.6600312000e+07
-1.0126291200e+08 	-1.0121769600e+08 	-1.0082847200e+08 	-1.0080019200e+08 	-1.0113675200e+08 	-1.0098282400e+08 	-1.0122486400e+08 	-1.0093248800e+08 	-1.0066008800e+08 	-1.0125416000e+08
-1.0611809600e+08 	-1.0613166400e+08 	-1.0592727200e+08 	-1.0624179200e+08 	-1.0626752800e+08 	-1.0621668800e+08 	-1.0622343200e+08 	-1.0636025600e+08 	-1.0651432800e+08 	-1.0625476800e+08
-1.0953011200e+08 	-1.0975456000e+08 	-1.0974015200e+08 	-1.0952152000e+08 	-1.0953937600e+08 	-1.0966906400e+08 	-1.0957333600e+08 	-1.0963289600e+08 	-1.0951750400e+08 	-1.0936516800e+08
-1.1262368000e+08 	-1.1249803200e+08 	-1.1259613600e+08 	-1.1250702400e+08 	-1.1268079200e+08 	-1.1261244800e+08 	-1.1256188000e+08 	-1.1241885600e+08 	-1.1241967200e+08 	-1.1238735200e+08
-1.1459804000e+08 	-1.1458004000e+08 	-1.1469589600e+08 	-1.1467089600e+08 	-1.1458162400e+08 	-1.1462976000e+08 	-1.1455123200e+08 	-1.1452414400e+08 	-1.1458837600e+08 	-1.1466871200e+08
-1.1503446400e+08 	-1.1502709600e+08 	-1.1496276000e+08 	-1.1502295200e+08 	-1.1504232000e+08 	-1.1497192000e+08 	-1.1503200800e+08 	-1.1509068800e+08 	-1.1512061600e+08 	-1.1506987200e+08
-1.1516070400e+08 	-1.1513572000e+08 	-1.1501720800e+08 	-1.1511172000e+08 	-1.1513873600e+08 	-1.1517544000e+08 	-1.1511252000e+08 	-1.1515480800e+08 	-1.1509826400e+08 	-1.1521133600e+08
-1.1430478400e+08 	-1.1440584800e+08 	-1.1447184000e+08 	-1.1435693600e+08 	-1.1431766400e+08 	-1.1445042400e+08 	-1.1446783200e+08 	-1.1436845600e+08 	-1.1439379200e+08 	-1.1435690400e+08
-1.1267282400e+08 	-1.1272638400e+08 	-1.1280702400e+08 	-1.1275292000e+08 	-1.1286812800e+08 	-1.1261040800e+08 	-1.1272721600e+08 	-1.1276256800e+08 	-1.1269602400e+08 	-1.1256958400e+08
-1.0941365600e+08 	-1.0932524000e+08 	-1.0944025600e+08 	-1.0951662400e+08 	-1.0936568800e+08 	-1.0947060000e+08 	-1.0931295200e+08 	-1.0936521600e+08 	-1.0947755200e+08 	-1.0962036800e+08
-1.0567925600e+08 	-1.0562696800e+08 	-1.0534669600e+08 	-1.0563280000e+08 	-1.0550423200e+08 	-1.0561652800e+08 	-1.0549800800e+08 	-1.0574794400e+08 	-1.0569378400e+08 	-1.0568263200e+08
-1.0164791200e+08 	-1.0175348800e+08 	-1.0167218400e+08 	-1.0139323200e+08 	-1.0178010400e+08 	-1.0137664000e+08 	-1.0179272000e+08 	-1.0172440000e+08 	-1.0149020000e+08 	-1.0154966400e+08
-9.6470344000e+07 	-9.6485432000e+07 	-9.6235288000e+07 	-9.6644176000e+07 	-9.6535672000e+07 	-9.6610704000e+07 	-9.6717520000e+07 	-9.6212240000e+07 	-9.6274240000e+07 	-9.6553352000e+07
