########## CURVA DE EXCITACAO - BOBINA GIRANTE ##########

### Dados de Configura��o ###
arquivo                        	C:\Users\labimas\Desktop\Q14-001\Bobina Principal e Auxiliar\50 A\Q14-001_Q_BOB_+0010A_161013_105153.dat
data                           	13/10/2016
hora                           	10:51:53
temperatura_ima(C)             	23.1
ganho_integrador               	100
nr_pontos_integracao           	144
velocidade(rps)                	1.0
aceleracao(rps^2)              	0.5
nr_coletas                     	7
nr_voltas                      	10
intervalo_analise              	6-23
sentido_de_rotacao             	Horario
corrente_alim_principal_avg(A)	+50
corrente_alim_principal_std(A)	+0.000000e+00
corrente_alim_secundaria_avg(A) +9.999141e+00
corrente_alim_secundaria_std(A) +2.800864e-05

### Dados da Bobina Girante ###
nome_bobina_girante            	Anel_Bobina_Radial_28-09-2016_Quadrupolo_Q20
tipo_bobina_girante            	Bobina Radial
tipo_medicao                   	N_Bucked
pulso_start_coleta             	329683
n_espiras_bobina_principal     	9
raio_interno_bobina_princip(m) 	0
raio_externo_bobina_princip(m) 	0.01296
n_espiras_bobina_bucked        	0
raio_interno_bobina_bucked(m)  	0
raio_externo_bobina_bucked(m)  	0

### Observa��es ###
observacoes                    	Q14-001; 0�; Centro; Bobina Principal: 50 A; Bobina Auxiliar: -10 a 10 A



##### Dados de Leitura #####

n	avg_L.Nn(T/m^n-2)	std_L.Nn(T/m^n-2)	avg_L.Sn(T/m^n-2)	std_L.Sn(T/m^n-2)	avg_L.Bn(T/m^n-2)	std_L.Bn(T/m^n-2)	avg_angulo(rad)  	std_angulo(rad)  	avg_Nn/NnIma@12.0mm	std_Nn/NnIma@12.0mm	avg_Sn/NnIma@12.0mm	std_Sn/NnIma@12.0mm
1   	  -1.878408e-06   	  +1.706882e-06   	  -1.276738e-05   	  +1.992502e-06   	  +1.290482e-05   	  +2.010176e-06   	  +0.000000e+00   	  +0.000000e+00   	  -6.830320e-05   	  +6.206611e-05   	  -4.642510e-04   	  +7.245191e-05
2   	  +2.291752e+00   	  +9.487867e-05   	  +1.682324e-05   	  +6.534220e-05   	  +2.291752e+00   	  +9.487870e-05   	  +3.670510e-06   	  +1.352432e-05   	  +1.000000e+00   	  +4.140006e-05   	  +7.340777e-06   	  +2.851190e-05
3   	  +4.469129e-02   	  +1.018659e-02   	  +1.673103e-01   	  +6.244120e-03   	  +1.731764e-01   	  +5.130814e-03   	  +0.000000e+00   	  +0.000000e+00   	  +2.340111e-04   	  +5.333869e-05   	  +8.760651e-04   	  +3.269526e-05
4   	  +1.105649e+00   	  +4.546486e-01   	  +1.093478e+00   	  +4.374878e-01   	  +1.555042e+00   	  +5.310063e-01   	  +0.000000e+00   	  +0.000000e+00   	  +6.947238e-05   	  +2.856740e-05   	  +6.870762e-05   	  +2.748912e-05
5   	  +1.419754e+02   	  +2.991773e+01   	  +9.757503e+01   	  +3.468747e+01   	  +1.722727e+02   	  +3.113790e+01   	  +0.000000e+00   	  +0.000000e+00   	  +1.070506e-04   	  +2.255822e-05   	  +7.357238e-05   	  +2.615464e-05
6   	  -4.683405e+04   	  +3.142070e+03   	  +4.891441e+03   	  +2.825063e+03   	  +4.708880e+04   	  +3.035603e+03   	  +0.000000e+00   	  +0.000000e+00   	  -4.237591e-04   	  +2.842976e-05   	  +4.425824e-05   	  +2.556145e-05
7   	  +4.273415e+05   	  +1.590843e+05   	  +3.324571e+04   	  +2.035989e+05   	  +4.286327e+05   	  +1.541414e+05   	  +0.000000e+00   	  +0.000000e+00   	  +4.639954e-05   	  +1.727293e-05   	  +3.609726e-06   	  +2.210619e-05
8   	  +6.949099e+06   	  +2.047561e+07   	  +2.465001e+07   	  +1.808870e+07   	  +2.561080e+07   	  +1.173302e+07   	  +0.000000e+00   	  +0.000000e+00   	  +9.054163e-06   	  +2.667821e-05   	  +3.211714e-05   	  +2.356824e-05
9   	  +1.389498e+08   	  +1.019667e+09   	  +1.086267e+07   	  +1.535058e+09   	  +1.393738e+08   	  +1.030107e+09   	  +0.000000e+00   	  +0.000000e+00   	  +2.172497e-06   	  +1.594261e-05   	  +1.698391e-07   	  +2.400080e-05
10  	  +8.392257e+12   	  +2.015092e+11   	  -6.390719e+10   	  +7.719027e+10   	  +8.392500e+12   	  +2.013462e+11   	  +0.000000e+00   	  +0.000000e+00   	  +1.574567e-03   	  +3.780743e-05   	  -1.199036e-05   	  +1.448255e-05
11  	  +6.265075e+12   	  +1.155175e+13   	  -3.970726e+12   	  +8.406069e+12   	  +7.417400e+12   	  +5.788593e+12   	  +0.000000e+00   	  +0.000000e+00   	  +1.410554e-05   	  +2.600826e-05   	  -8.939917e-06   	  +1.892590e-05
12  	  +4.277108e+14   	  +1.113106e+15   	  +5.074558e+14   	  +8.783030e+14   	  +6.636625e+14   	  +6.836729e+14   	  +0.000000e+00   	  +0.000000e+00   	  +1.155567e-05   	  +3.007331e-05   	  +1.371018e-05   	  +2.372953e-05
13  	  +2.866897e+16   	  +3.736870e+16   	  +6.514097e+16   	  +7.053044e+16   	  +7.117061e+16   	  +3.511677e+16   	  +0.000000e+00   	  +0.000000e+00   	  +9.294760e-06   	  +1.211530e-05   	  +2.111934e-05   	  +2.286666e-05
14  	  -1.752140e+20   	  +8.057756e+18   	  -1.196697e+18   	  +3.690154e+18   	  +1.752181e+20   	  +8.002606e+18   	  +0.000000e+00   	  +0.000000e+00   	  -6.816732e-04   	  +3.134884e-05   	  -4.655771e-06   	  +1.435661e-05
15  	  +1.167593e+20   	  +6.140694e+20   	  -2.439293e+20   	  +5.779185e+20   	  +2.704334e+20   	  +3.733654e+20   	  +0.000000e+00   	  +0.000000e+00   	  +5.451050e-06   	  +2.866857e-05   	  -1.138813e-05   	  +2.698082e-05


##### Dados Brutos Armazenados(V.s) [1e-12] #####

##### Volta_1#####	##### Volta_2#####	##### Volta_3#####	##### Volta_4#####	##### Volta_5#####	##### Volta_6#####	##### Volta_7#####	##### Volta_8#####	##### Volta_9#####	#### Volta_10#####
-6.1291660000e+06 	-6.8149010000e+06 	-6.1479310000e+06 	-6.3886310000e+06 	-6.6632130000e+06 	-6.9116150000e+06 	-7.3630840000e+06 	-6.5156440000e+06 	-6.5642410000e+06 	-7.2837910000e+06
-1.9555348000e+07 	-1.9861648000e+07 	-2.0226342000e+07 	-2.0140732000e+07 	-1.9458464000e+07 	-1.9818494000e+07 	-1.9350272000e+07 	-1.9880312000e+07 	-2.0035688000e+07 	-1.9459896000e+07
-3.2877526000e+07 	-3.2235462000e+07 	-3.2498224000e+07 	-3.2847058000e+07 	-3.2852004000e+07 	-3.2677742000e+07 	-3.2846100000e+07 	-3.2432948000e+07 	-3.2965608000e+07 	-3.2155124000e+07
-4.5774680000e+07 	-4.5190364000e+07 	-4.5770256000e+07 	-4.4952588000e+07 	-4.5237260000e+07 	-4.5977324000e+07 	-4.4932636000e+07 	-4.5535064000e+07 	-4.5830608000e+07 	-4.5569764000e+07
-5.7192844000e+07 	-5.7599008000e+07 	-5.7686468000e+07 	-5.7472536000e+07 	-5.7804548000e+07 	-5.7636648000e+07 	-5.7716888000e+07 	-5.8150348000e+07 	-5.7020184000e+07 	-5.8250444000e+07
-7.0452960000e+07 	-7.0198280000e+07 	-6.9779216000e+07 	-6.9793544000e+07 	-7.0226544000e+07 	-6.9391416000e+07 	-7.0015416000e+07 	-6.9822216000e+07 	-6.9697328000e+07 	-6.9662624000e+07
-8.1058432000e+07 	-8.1219160000e+07 	-8.0935240000e+07 	-8.1605568000e+07 	-8.1069216000e+07 	-8.1470632000e+07 	-8.1635448000e+07 	-8.1036264000e+07 	-8.1264032000e+07 	-8.1435288000e+07
-9.1816304000e+07 	-9.2268192000e+07 	-9.2397408000e+07 	-9.2235032000e+07 	-9.2586640000e+07 	-9.1882384000e+07 	-9.1777104000e+07 	-9.2024160000e+07 	-9.2265592000e+07 	-9.2037592000e+07
-1.0218565600e+08 	-1.0184452000e+08 	-1.0217120000e+08 	-1.0202723200e+08 	-1.0160948000e+08 	-1.0249833600e+08 	-1.0223086400e+08 	-1.0199922400e+08 	-1.0226329600e+08 	-1.0191335200e+08
-1.1042971200e+08 	-1.1016190400e+08 	-1.1052844000e+08 	-1.1040908000e+08 	-1.1031042400e+08 	-1.1062484800e+08 	-1.1043050400e+08 	-1.1054065600e+08 	-1.1052372000e+08 	-1.1041678400e+08
-1.1943980000e+08 	-1.1939731200e+08 	-1.1954714400e+08 	-1.1903317600e+08 	-1.1930373600e+08 	-1.1926032800e+08 	-1.1905454400e+08 	-1.1934748000e+08 	-1.1905487200e+08 	-1.1957479200e+08
-1.2678734400e+08 	-1.2680930400e+08 	-1.2645249600e+08 	-1.2659691200e+08 	-1.2657644800e+08 	-1.2618884800e+08 	-1.2658494400e+08 	-1.2630928800e+08 	-1.2636392000e+08 	-1.2662436000e+08
-1.3261919200e+08 	-1.3278316800e+08 	-1.3234634400e+08 	-1.3281450400e+08 	-1.3297070400e+08 	-1.3273664800e+08 	-1.3307498400e+08 	-1.3294258400e+08 	-1.3300638400e+08 	-1.3283622400e+08
-1.3917987200e+08 	-1.3931486400e+08 	-1.3941512000e+08 	-1.3935396800e+08 	-1.3934760000e+08 	-1.3937395200e+08 	-1.3917262400e+08 	-1.3944590400e+08 	-1.3921524800e+08 	-1.3916713600e+08
-1.4363915200e+08 	-1.4338753600e+08 	-1.4367886400e+08 	-1.4352267200e+08 	-1.4368470400e+08 	-1.4364788800e+08 	-1.4375225600e+08 	-1.4353787200e+08 	-1.4359740800e+08 	-1.4344446400e+08
-1.4751198400e+08 	-1.4750180800e+08 	-1.4768696000e+08 	-1.4755267200e+08 	-1.4741057600e+08 	-1.4762228800e+08 	-1.4744497600e+08 	-1.4752580800e+08 	-1.4749323200e+08 	-1.4765481600e+08
-1.5028878400e+08 	-1.5039086400e+08 	-1.5026760000e+08 	-1.5030920000e+08 	-1.5031507200e+08 	-1.5033409600e+08 	-1.5022561600e+08 	-1.5029747200e+08 	-1.5021969600e+08 	-1.5035443200e+08
-1.5094601600e+08 	-1.5101809600e+08 	-1.5087129600e+08 	-1.5086627200e+08 	-1.5093820800e+08 	-1.5094366400e+08 	-1.5096345600e+08 	-1.5100436800e+08 	-1.5105582400e+08 	-1.5095868800e+08
-1.5100032000e+08 	-1.5097966400e+08 	-1.5105803200e+08 	-1.5095692800e+08 	-1.5094280000e+08 	-1.5096785600e+08 	-1.5109888000e+08 	-1.5096075200e+08 	-1.5106331200e+08 	-1.5093196800e+08
-1.4994896000e+08 	-1.4986200000e+08 	-1.4994107200e+08 	-1.4998748800e+08 	-1.5010446400e+08 	-1.4994865600e+08 	-1.4998028800e+08 	-1.5003438400e+08 	-1.4994792000e+08 	-1.4997643200e+08
-1.4774672000e+08 	-1.4783625600e+08 	-1.4780814400e+08 	-1.4778553600e+08 	-1.4767918400e+08 	-1.4779300800e+08 	-1.4763931200e+08 	-1.4765238400e+08 	-1.4768523200e+08 	-1.4781537600e+08
-1.4376542400e+08 	-1.4399788800e+08 	-1.4380025600e+08 	-1.4367435200e+08 	-1.4389916800e+08 	-1.4357587200e+08 	-1.4378939200e+08 	-1.4377483200e+08 	-1.4359643200e+08 	-1.4385827200e+08
-1.3809945600e+08 	-1.3839996800e+08 	-1.3807838400e+08 	-1.3858046400e+08 	-1.3842345600e+08 	-1.3856512000e+08 	-1.3851915200e+08 	-1.3840164800e+08 	-1.3858040000e+08 	-1.3826592000e+08
-1.3329549600e+08 	-1.3303384000e+08 	-1.3363257600e+08 	-1.3322711200e+08 	-1.3318081600e+08 	-1.3332143200e+08 	-1.3357731200e+08 	-1.3331959200e+08 	-1.3355098400e+08 	-1.3335092800e+08
-1.2635793600e+08 	-1.2609274400e+08 	-1.2625687200e+08 	-1.2634838400e+08 	-1.2639774400e+08 	-1.2641518400e+08 	-1.2607380800e+08 	-1.2655284000e+08 	-1.2616294400e+08 	-1.2605663200e+08
