# multipoles
# s[mm] polynom_b[n=1][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=9][T/m^n] polynom_b[n=13][T/m^n] 
+0.0000000000000000e+00 +4.0897242365827346e+01 -2.9591894669280718e+06 +1.8752579033606950e+14 -3.3069011281751342e+21 
+1.0000000000000001e-01 +4.0897242099399080e+01 -2.9590061492092093e+06 +1.8749767204311588e+14 -3.3058809806670628e+21 
+2.0000000000000001e-01 +4.0897241335116505e+01 -2.9584955043428265e+06 +1.8741927597558838e+14 -3.3030323413406811e+21 
+3.0000000000000004e-01 +4.0897240125482924e+01 -2.9577164947707332e+06 +1.8729954034642600e+14 -3.2986729147589533e+21 
+4.0000000000000002e-01 +4.0897238523000937e+01 -2.9567280825921944e+06 +1.8714740333798216e+14 -3.2931204047409906e+21 
+5.0000000000000000e-01 +4.0897236580173505e+01 -2.9555892300395533e+06 +1.8697180314027066e+14 -3.2866925151882807e+21 
+6.0000000000000009e-01 +4.0897234349503719e+01 -2.9543588995274538e+06 +1.8678167797054231e+14 -3.2797069509287257e+21 
+7.0000000000000007e-01 +4.0897231883495188e+01 -2.9530960536114997e+06 +1.8658596605288453e+14 -3.2724814168351986e+21 
+8.0000000000000004e-01 +4.0897229234649423e+01 -2.9518596537436089e+06 +1.8639360549501797e+14 -3.2653336144731811e+21 
+9.0000000000000002e-01 +4.0897226455471504e+01 -2.9507086634880831e+06 +1.8621353464262509e+14 -3.2585812524777787e+21 
+1.0000000000000000e+00 +4.0897223598462709e+01 -2.9497020440591411e+06 +1.8605469157041325e+14 -3.2525420313033100e+21 
+1.1000000000000001e+00 +4.0897220705337730e+01 -2.9488851421460840e+06 +1.8592399762260147e+14 -3.2474644204812312e+21 
+1.2000000000000002e+00 +4.0897217774659964e+01 -2.9482488433756656e+06 +1.8582030689437797e+14 -3.2433199561983514e+21 
+1.3000000000000000e+00 +4.0897214794199449e+01 -2.9477704146568049e+06 +1.8574045626303022e+14 -3.2400109289311206e+21 
+1.4000000000000001e+00 +4.0897211751734254e+01 -2.9474271278193141e+06 +1.8568128317742456e+14 -3.2374396464863463e+21 
+1.5000000000000000e+00 +4.0897208635032996e+01 -2.9471962489108550e+06 +1.8563962441511181e+14 -3.2355083963116164e+21 
+1.6000000000000001e+00 +4.0897205431873338e+01 -2.9470550494896895e+06 +1.8561231739174731e+14 -3.2341194851744387e+21 
+1.7000000000000002e+00 +4.0897202130024731e+01 -2.9469807961296150e+06 +1.8559619894659431e+14 -3.2331752024120340e+21 
+1.8000000000000000e+00 +4.0897198717262079e+01 -2.9469507587133199e+06 +1.8558810630386519e+14 -3.2325778490492956e+21 
+1.9000000000000001e+00 +4.0897195181359564e+01 -2.9469422067009252e+06 +1.8558487663701512e+14 -3.2322297245357079e+21 
+2.0000000000000000e+00 +4.0897191510090529e+01 -2.9469324090195042e+06 +1.8558334705457559e+14 -3.2320331262837968e+21 
+2.1000000000000001e+00 +4.0897187693297262e+01 -2.9469040448351111e+06 +1.8558108063196550e+14 -3.2319115585147487e+21 
